unix_seconds;battery
1666456771.489522;0.84105
1666456807.4891222;0.8378
1666456843.489197;0.83675
1666456879.488472;0.834125
1666456915.4896472;0.83375
1666456951.490672;0.8309749999999999
1666456987.4892972;0.8291999999999999
1666457023.489322;0.82605
1666457059.490097;0.8253499999999999
1666457095.488472;0.823375
1666457131.488722;0.820125
1666457167.4887471;0.8192999999999999
1666457203.490022;0.816375
1666457239.490022;0.8152499999999999
1666457275.488872;0.81175
1666457311.490097;0.8116500000000001
1666457347.489872;0.809925
1666457383.4891222;0.8058500000000001
1666457419.490472;0.803925
1666457455.489197;0.80315
1666457491.489397;0.801475
1666457527.488797;0.7999
1666457563.490022;0.796
1666457599.489372;0.7958000000000001
1666457635.489772;0.7931750000000001
1666457671.489372;0.790925
1666457707.490622;0.789375
1666457743.490122;0.7866000000000001
1666457779.488372;0.785775
1666457815.4892972;0.782825
1666457851.490122;0.781575
1666457887.4899971;0.779325
1666457923.488647;0.777675
1666457959.489797;0.7747
1666457995.488297;0.772425
1666458031.490422;0.77005
1666458067.488522;0.767725
1666458103.488497;0.766775
1666458139.488672;0.76485
1666458175.4884222;0.7616
1666458211.490272;0.761625
1666458247.4885972;0.75795
1666458283.490072;0.75595
1666458319.489147;0.75495
1666458355.488697;0.752475
1666458391.4887722;0.74975
1666458427.490497;0.747975
1666458463.489522;0.747425
1666458499.489072;0.74545
1666458535.488297;0.741925
1666458571.488447;0.741725
1666458607.4898221;0.737675
1666458643.488647;0.73655
1666458679.488797;0.73405
1666458715.489847;0.733625
1666458751.4885721;0.73155
1666458787.4894722;0.7283
1666458823.490422;0.7255
1666458859.488322;0.7256
1666458895.489347;0.723625
1666458931.489447;0.7219
1666458967.488322;0.7187749999999999
1666459003.489622;0.71615
1666459039.488447;0.7135
1666459075.4885721;0.7119
1666459111.489547;0.7116
1666459147.4898221;0.708475
1666459183.488897;0.707025
1666459219.488472;0.705525
1666459255.488347;0.7021
1666459291.488447;0.701275
1666459327.488697;0.69985
1666459363.489372;0.696275
1666459399.489922;0.6941499999999999
1666459435.489222;0.692375
1666459471.490197;0.6903999999999999
1666459507.489747;0.68895
1666459543.489622;0.6879249999999999
1666459579.489397;0.6859749999999999
1666459615.489572;0.6835749999999999
1666459651.488922;0.6799749999999999
1666459687.4898221;0.6789499999999999
1666459723.490672;0.677225
1666459759.490597;0.6741999999999999
1666459795.489447;0.6718
1666459831.4905221;0.6704499999999999
1666459867.490472;0.6689499999999999
1666459903.488622;0.6667
1666459939.488972;0.6659999999999999
1666459975.489372;0.6615
1666460011.490372;0.6616
1666460047.490622;0.6593749999999999
1666460083.489022;0.6564499999999999
1666460119.490597;0.6544499999999999
1666460155.489047;0.6525749999999999
1666460191.488697;0.6517249999999999
1666460227.488672;0.6497249999999999
1666460263.4885972;0.6461749999999999
1666460299.488847;0.6439249999999999
1666460335.489097;0.6418749999999999
1666460371.489872;0.6408499999999999
1666460407.490247;0.6378249999999999
1666460443.490072;0.6365249999999999
1666460479.490447;0.6337249999999999
1666460515.489272;0.6333499999999999
1666460551.488722;0.6300999999999999
1666460587.490272;0.6285249999999999
1666460623.488872;0.6278749999999998
1666460659.488447;0.6249499999999999
1666460695.490222;0.623875
1666460731.489372;0.61995
1666460767.488972;0.61875
1666460803.488797;0.616375
1666460839.488722;0.613625
1666460875.4896472;0.6134
1666460911.4885721;0.6109749999999999
1666460947.489197;0.6088749999999999
1666460983.489797;0.6058
1666461019.490097;0.604425
1666461055.488472;0.602675
1666461091.490547;0.5998
1666461127.4883971;0.599175
1666461163.489897;0.5963750000000001
1666461199.488322;0.595425
1666461235.488972;0.5917000000000001
1666461271.4906971;0.5901
1666461307.490072;0.5878000000000001
1666461343.489322;0.586125
1666461379.489447;0.5842
1666461415.490222;0.5832999999999999
1666461451.489272;0.5816000000000001
1666461487.490722;0.5787749999999999
1666461523.4885972;0.5777500000000001
1666461559.4901721;0.5739
1666461595.490497;0.5732750000000001
1666461631.489597;0.5707749999999999
1666461667.4896472;0.5695250000000001
1666461703.490472;0.5667749999999999
1666461739.488797;0.5659500000000001
1666461775.488372;0.56365
1666461811.489922;0.5604750000000001
1666461847.4906971;0.5595749999999999
1666461883.489147;0.558
1666461919.489097;0.5540999999999999
1666461955.489697;0.55245
1666461991.488672;0.5508249999999999
1666462027.490747;0.549875
1666462063.490622;0.5467000000000001
1666462099.488322;0.5449
1666462135.490597;0.543675
1666462171.490247;0.541475
1666462207.489572;0.539425
1666462243.490197;0.5377500000000001
1666462279.490272;0.534475
1666462315.489497;0.533575
1666462351.489397;0.5317500000000001
1666462387.490297;0.5293
1666462423.490322;0.526625
1666462459.489347;0.5247
1666462495.489372;0.522225
1666462531.489072;0.52175
1666462567.489947;0.518
1666462603.4885721;0.5175000000000001
1666462639.489797;0.51425
1666462675.489847;0.513625
1666462711.489372;0.5107
1666462747.490747;0.507525
1666462783.489597;0.5058
1666462819.490547;0.504575
1666462855.490572;0.502825
1666462891.488922;0.50105
1666462927.489722;0.4989
1666462963.490247;0.497
1666462999.488897;0.494625
1666463035.488372;0.49375
1666463071.489872;0.491425
1666463107.488347;0.487525
1666463143.4891222;0.48614999999999997
1666463179.489497;0.48425
1666463215.490597;0.4823
1666463251.489172;0.480825
1666463287.4892972;0.47855
1666463323.489972;0.47567499999999996
1666463359.4883971;0.474525
1666463395.488822;0.47219999999999995
1666463431.488722;0.46969999999999995
1666463467.490722;0.46919999999999995
1666463503.490747;0.46654999999999996
1666463539.489222;0.4644
1666463575.489672;0.4628
1666463611.489422;0.460875
1666463647.489072;0.45952499999999996
1666463683.488472;0.456375
1666463719.490797;0.45597499999999996
1666463755.488997;0.45207499999999995
1666463791.490122;0.44992499999999996
1666463827.490322;0.44992499999999996
1666463863.4894722;0.44592500000000007
1666463899.488997;0.44489999999999996
1666463935.488522;0.44345000000000007
1666463971.489597;0.44029999999999997
1666464007.490397;0.43922500000000003
1666464043.489897;0.43677499999999997
1666464079.489947;0.43537500000000007
1666464115.488622;0.43399999999999994
1666464151.489172;0.43040000000000006
1666464187.489772;0.42884999999999995
1666464223.489097;0.42615000000000003
1666464259.488972;0.42597499999999994
1666464295.490747;0.42375000000000007
1666464331.4883971;0.4212249999999999
1666464367.4899971;0.41940000000000005
1666464403.489072;0.41639999999999994
1666464439.489672;0.41430000000000006
1666464475.489272;0.41234999999999994
1666464511.489147;0.41032500000000005
1666464547.488447;0.4084999999999999
1666464583.489872;0.4067
1666464619.489347;0.4045249999999999
1666464655.4896472;0.403725
1666464691.489047;0.4006249999999999
1666464727.489272;0.39874999999999994
1666464763.489072;0.396025
1666464799.488697;0.3948999999999999
1666464835.4891222;0.39215
1666464871.489672;0.3899749999999999
1666464907.490672;0.388875
1666464943.490397;0.3860249999999999
1666464979.489397;0.385025
1666465015.488897;0.3825749999999999
1666465051.4887722;0.381075
1666465087.489872;0.3778499999999999
1666465123.490372;0.376975
1666465159.488497;0.3753999999999999
1666465195.490247;0.37155
1666465231.490147;0.3713499999999999
1666465267.490647;0.368475
1666465303.489247;0.3664749999999999
1666465339.488522;0.36405
1666465375.490197;0.3627999999999999
1666465411.490122;0.3611
1666465447.490422;0.35872499999999985
1666465483.488372;0.35655
1666465519.4899971;0.3538249999999999
1666465555.4899971;0.35172499999999995
1666465591.489197;0.3519499999999999
1666465627.489897;0.34872499999999995
1666465663.488622;0.34614999999999996
1666465699.489697;0.3448
1666465735.488822;0.342975
1666465771.489847;0.34045
1666465807.489847;0.33875
1666465843.490647;0.33795
1666465879.4885721;0.33507499999999996
1666465915.490747;0.33342499999999997
1666465951.4885721;0.33142499999999997
1666465987.489047;0.32967499999999994
1666466023.488322;0.32714999999999994
1666466059.488372;0.32389999999999997
1666466095.490197;0.32249999999999995
1666466131.490472;0.32187499999999997
1666466167.489172;0.31809999999999994
1666466203.488797;0.31597499999999995
1666466239.490447;0.3151749999999999
1666466275.490047;0.3122249999999999
1666466311.490497;0.31152499999999994
1666466347.488722;0.30934999999999996
1666466383.489022;0.30549999999999994
1666466419.489522;0.3046249999999999
1666466455.488547;0.30232499999999995
1666466491.490372;0.30194999999999994
1666466527.488697;0.29944999999999994
1666466563.488372;0.29555000000000003
1666466599.4883971;0.29479999999999995
1666466635.490772;0.2936
1666466671.489697;0.2917249999999999
1666466707.490197;0.28895000000000004
1666466743.488547;0.2870999999999999
1666466779.488697;0.28600000000000003
1666466815.490372;0.2824499999999999
1666466851.490422;0.27982500000000005
1666466887.490097;0.2790499999999999
1666466923.490272;0.27685000000000004
1666466959.4896472;0.2741249999999999
1666466995.489372;0.27215
1666467031.490772;0.2695999999999999
1666467067.488347;0.26915
1666467103.490072;0.2659499999999999
1666467139.489847;0.264575
1666467175.490722;0.26324999999999993
1666467211.488997;0.260675
1666467247.489147;0.2592749999999999
1666467283.490072;0.25645
1666467319.488297;0.2537749999999999
1666467355.489247;0.253875
1666467391.489322;0.2508499999999999
1666467427.490297;0.249125
1666467463.490297;0.24705
1666467499.489222;0.245625
1666467535.489147;0.24282499999999999
1666467571.4894722;0.240625
1666467607.489347;0.23965
1666467643.488922;0.2372
1666467679.488522;0.23509999999999998
1666467715.490722;0.232675
1666467751.488797;0.230875
1666467787.488647;0.2282
1666467823.4901721;0.2279
1666467859.489022;0.22444999999999998
1666467895.489947;0.22247499999999998
1666467931.4887471;0.22104999999999997
1666467967.488922;0.21789999999999998
1666468003.490147;0.21744999999999998
1666468039.489847;0.21492499999999998
1666468075.489797;0.21332499999999996
1666468111.490022;0.21079999999999996
1666468147.489522;0.20979999999999996
1666468183.489697;0.20717499999999997
1666468219.489597;0.20359999999999995
1666468255.489747;0.20307499999999995
1666468291.488822;0.20182499999999995
1666468327.4891222;0.19919999999999996
