unix_seconds;pressure
1666451158.441906;2.639013356786343
1666451212.441906;2.7359207554281304
1666451266.441906;2.859152458919296
1666451320.441906;2.895333907579755
1666451374.441906;2.8164280160184694
1666451428.441906;2.7002373249541565
1666451482.441906;2.6174177680363946
1666451536.441906;2.6134830040743458
1666451590.441906;2.7096117398838566
1666451644.441906;2.830352722438669
1666451698.441906;2.899999840089804
1666451752.441906;2.8659349352560906
1666451806.441906;2.741224041956956
1666451860.441906;2.6263963614749612
1666451914.441906;2.603068578217292
1666451968.441906;2.6851283520513687
1666452022.441906;2.8141214144752413
1666452076.441906;2.8905864364085576
1666452130.441906;2.882506411325956
1666452184.441906;2.7637924353798953
1666452238.441906;2.6506579273811437
1666452292.441906;2.6001800389728773
1666452346.441906;2.655231727756876
1666452400.441906;2.780840420818243
1666452454.441906;2.869794704425485
1666452508.441906;2.8918986084051466
1666452562.441906;2.8076795637247516
1666452616.441906;2.6941893942114374
1666452670.441906;2.603159795418679
1666452724.441906;2.6264814064406137
1666452778.441906;2.74586954971271
1666452832.441906;2.857016302800913
1666452886.441906;2.8995608386978953
1666452940.441906;2.827418484785913
1666452994.441906;2.7075933192418464
1666453048.441906;2.6230904424847266
1666453102.441906;2.6151752041278686
1666453156.441906;2.6960152020408605
1666453210.441906;2.84015323917607
1666453264.441906;2.895333907579755
1666453318.441906;2.8607846099280563
1666453372.441906;2.7598928141652546
1666453426.441906;2.640027946489381
1666453480.441906;2.6038846400038698
1666453534.441906;2.6793030753961635
1666453588.441906;2.7846578676822564
1666453642.441906;2.889204960684163
1666453696.441906;2.8825443409566005
1666453750.441906;2.7975577928535302
1666453804.441906;2.6594229559429565
1666453858.441906;2.6009321178124525
1666453912.441906;2.647820258081046
1666453966.441906;2.7505309713420925
1666454020.441906;2.863330977346162
1666454074.441906;2.897367656060199
1666454128.441906;2.8239114119305064
1666454182.441906;2.691352589400145
1666454236.441906;2.6080528334978483
1666454290.441906;2.627724936084948
1666454344.441906;2.740544328759418
1666454398.441906;2.840880424834979
1666454452.441906;2.8996533336130046
1666454506.441906;2.8424240517397372
1666454560.441906;2.7388982156500776
1666454614.441906;2.6208664026366537
1666454668.441906;2.6035879133579405
1666454722.441906;2.679710829748811
1666454776.441906;2.8199629539879347
1666454830.441906;2.8928216628366985
1666454884.441906;2.867263488892775
1666454938.441906;2.7538305559853438
1666454992.441906;2.6395740561642946
1666455046.441906;2.600006712080558
1666455100.441906;2.653675329077892
1666455154.441906;2.771765802561821
1666455208.441906;2.878714961421904
1666455262.441906;2.884026179456961
1666455316.441906;2.806911601664476
1666455370.441906;2.6816957078916923
1666455424.441906;2.6008591322050285
1666455478.441906;2.628606890319216
1666455532.441906;2.739658210770174
1666455586.441906;2.8650293476791604
1666455640.441906;2.8997202828638327
1666455694.441906;2.8157547429594207
1666455748.441906;2.708379562865658
1666455802.441906;2.6134494722647923
1666455856.441906;2.6207490392938833
1666455910.441906;2.7119281762170013
1666455964.441906;2.8445891237859153
1666456018.441906;2.8997603075509137
1666456072.441906;2.8647844643794347
1666456126.441906;2.736885792044818
1666456180.441906;2.6208312957826836
1666456234.441906;2.606247106171427
1666456288.441906;2.670800624670795
1666456342.441906;2.8082329682029137
1666456396.441906;2.887438697325226
1666456450.441906;2.87148816743745
1666456504.441906;2.7752412766293326
1666456558.441906;2.65372825350859
1666456612.441906;2.6004560687028113
1666456666.441906;2.6635961487974713
1666456720.441906;2.7878483698183403
1666456774.441906;2.872880250387036
1666456828.441906;2.896010218154858
1666456882.441906;2.8145279373121244
1666456936.441906;2.684722904488488
1666456990.441906;2.603701630917876
1666457044.441906;2.6344390923503096
1666457098.441906;2.7286913557048083
1666457152.441906;2.8659349352560914
1666457206.441906;2.899934559702608
1666457260.441906;2.835106739128647
1666457314.441906;2.7283826207278925
1666457368.441906;2.6184518106205714
1666457422.441906;2.6127748648699245
1666457476.441906;2.7040756342204375
1666457530.441906;2.8193704626741347
1666457584.441906;2.8975203874710074
1666457638.441906;2.8685118610066
1666457692.441906;2.7353235185035696
1666457746.441906;2.6350669815659526
1666457800.441906;2.6002797171361673
1666457854.441906;2.678115300430282
1666457908.441906;2.804963108310574
1666457962.441906;2.8912271933595175
1666458016.441906;2.878791919507448
1666458070.441906;2.771468934365014
1666458124.441906;2.6714283718965146
1666458178.441906;2.6002069848020426
1666458232.441906;2.6538963200550585
1666458286.441906;2.7601232719216195
1666458340.441906;2.870016430026604
1666458394.441906;2.894132609854933
1666458448.441906;2.8257314766039126
1666458502.441906;2.690250000274831
1666458556.441906;2.606057470723391
1666458610.441906;2.62426645270388
1666458664.441906;2.7200409009935247
1666458718.441906;2.858317615820706
1666458772.441906;2.899567008473458
1666458826.441906;2.837625658011584
1666458880.441906;2.7200409009935216
1666458934.441906;2.623616091200479
1666458988.441906;2.608695142819898
1666459042.441906;2.687510411130531
1666459096.441906;2.8192986595563947
1666459150.441906;2.8931390920242896
1666459204.441906;2.8786317304621556
1666459258.441906;2.767739359585238
1666459312.441906;2.654936726429631
1666459366.441906;2.6004862367281585
1666459420.441906;2.6637850553364406
1666459474.441906;2.787926716742011
1666459528.441906;2.8773870438759905
1666459582.441906;2.8880597016871006
1666459636.441906;2.787714765729313
1666459690.441906;2.6725224003281935
1666459744.441906;2.600279717136167
1666459798.441906;2.6431372869599925
1666459852.441906;2.7529998000039986
